タイトル,巻数,著者・編者,出版年,出版機関・出版社
緒川城跡出土の人骨,,東浦町教育委員会,19830315,東浦町
東仙坊丸池山古窯址群,,東浦町教育委員会,19830331,東浦町
高根古窯址群,,東浦町教育委員会,19860800,東浦町
天白遺跡発掘調査概要報告書,,東浦町教育委員会,19930331,東浦町
水汲遺跡,,大橋 勤,19820300,"豊田市
藤岡町"
笹窯発掘調査報告,,藤岡町教育委員会,19830300,"豊田市
藤岡町"
藤岡の古窯,,藤岡町文化財保護委員会,19850300,"豊田市
藤岡町"
水汲遺跡発掘調査報告書,,藤岡町教育委員会,19890200,"豊田市
藤岡町"
水汲遺跡,,藤岡町教育委員会,19900300,"豊田市
藤岡町"
中清田古窯跡群発掘調査報告書,,藤岡町教育委員会,19920325,"豊田市
藤岡町"
三河地方関連縄文土器の系譜抄備忘,,杉浦 知 ,20051200,"豊田市
藤岡町"
長床遺跡確認調査報告書,,御津町教育委員会,19890320,"豊川市
御津町"
清水ノ上貝塚,,南知多町教育委員会,19760000,南知多町
日間賀島の古墳,,南知多町教育委員会,19770300,南知多町
日間賀島の古墳,,南知多町教育委員会,19790328,南知多町
先苅貝塚,,南知多町教育委員会,19801225,南知多町
林ノ峰貝塚,1,南知多町教育委員会,19830330,南知多町
大井釜山古窯址群,,南知多町教育委員会,19870302,南知多町
林ノ峰貝塚,2,南知多町教育委員会,19890331,南知多町
神明社貝塚,,南知多町教育委員会,19890331,南知多町
口田面遺跡・南風ヶ崎遺跡,,南知多町教育委員会,19960331,南知多町
愛知県知多郡師崎町咲畑貝塚,,師崎町立師崎中学校,19600100,南知多町
南知多町誌補遺版,2,南知多町教育委員会,,南知多町
南知多町誌補遺版,3,南知多町教育委員会,,南知多町
奥田製塩遺跡,,美浜町教育委員会,19721200,美浜町
下高田遺跡,,美浜町教育委員会,19770300,美浜町
海道田遺跡緊急調査報告書,,美浜町教育委員会,19980331,美浜町
込水古窯群発掘調査報告書,,美浜町教育委員会,20040219,美浜町
美浜吉田古窯群分布調査概報,,"美浜町教育委員会, 玉野総合コンサルタント",20120331,美浜町
小原池古窯址群,,小原池団地遺跡調査団,19791203,美浜町
河和城跡試掘調査報告書,,美浜町教育委員会,19990300,美浜町
河和海軍航空隊調査報告書,,美浜町教育委員会,20070322,美浜町
荒畑遺跡,,みよし市立歴史民俗資料館,20100331,みよし市
莇生地区多機能用地開発事業(第1地区)地内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20110331,みよし市
愛知県猿投山西南麓古窯跡群黒笹90号窯跡,,三好町誌編集委員会原始・古代部会,20130331,みよし市
三好ヶ丘駒場線事業地内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20130331,みよし市
八和田山古窯跡群発掘調査報告書,,三好町教育員会,19840331,みよし市
三本松古窯跡群発掘調査報告書,,三好町教育委員会,19850331,みよし市
福谷城跡地形測量等調査報告書,,三好町教育委員会,19850331,みよし市
黒笹第11号窯発掘調査報告書,,三好町教育委員会,19920300,みよし市
西荒井遺跡,,三好町立歴史民俗資料館,20070300,みよし市
市場古墳,,三好町立歴史民俗資料館,20080300,みよし市
登立遺跡,,三好町立歴史民俗資料館,20080300,みよし市
明知城跡,,三好町立歴史民俗資料館,20080300,みよし市
荒畑遺跡,,三好町立歴史民俗資料館,20090300,みよし市
福谷城跡発掘調査概要報告書,第1次,三好町教育委員会,19871200,みよし市
福谷城跡発掘調査概要報告書,第2次,三好町教育委員会,19880300,みよし市
福谷城跡発掘調査概要報告書,第3次,三好町教育委員会,19890300,みよし市
黒笹第68号窯発掘調査報告書,,三好町教育委員会,19890300,みよし市
福谷城跡発掘調査概要報告書,第4次,三好町教育委員会,19900300,みよし市
黒笹第33・39号窯跡発掘調査報告書,,三好町教育委員会,19910300,みよし市
黒笹116・117号窯発掘調査報告書,,三好町教育委員会,19940300,みよし市
黒笹45号窯・祢宜屋敷跡発掘調査報告書,,三好町教育委員会,19940300,みよし市
黒笹44号窯・北畑遺跡発掘調査報告書,,三好町教育委員会,19950300,みよし市
県営北部畑地帯総合土地改良事業地内埋蔵文化財発掘調査報告書,,三好町教育委員会,19960331,みよし市
社団法人愛知県トラック協会センター用地内埋蔵文化財発掘調査報告書(K-27・K-41・K-59・K-64・K-G-73),,三好町教育委員会,19970331,みよし市
三好ケ丘中央土地区画整理事業地内埋蔵文化財発掘調査報告書,,三好町教育委員会,19980331,みよし市
南部畑総地内埋蔵文化財発掘調査報告書,,三好町教育委員会,19980331,みよし市
三好ケ丘地内埋蔵文化財発掘調査報告書,,三好町教育委員会,19990331,みよし市
北部畑総南工区藤塚地内埋蔵文化財発掘調査報告書,,三好町教育委員会,20000331,みよし市
三好根浦特定土地区画整理事業地内埋蔵文化財発掘調査報告書,,三好町教育委員会,20001130,みよし市
北部畑総南工区曽和地内埋蔵文化財発掘調査報告書,,三好町教育委員会,20010331,みよし市
きたよし地区中学校用地内埋蔵文化財発掘調査報告書,,三好町教育委員会,20040000,みよし市
三好根浦特定土地区画整理事業地内埋蔵文化財発掘調査報告書 ,,三好町立歴史民俗資料館,20060300,みよし市
莇生地区多機能用地(ニ・サン地区)開発事業地内埋蔵文化財発掘調査報告書,,三好町立歴史民俗資料館,20090331,みよし市
市内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20200320,みよし市
市内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20210320,みよし市
市内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20220320,みよし市
市内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20230300,みよし市
市内埋蔵文化財発掘調査報告書,,みよし市立歴史民俗資料館,20240300,みよし市
荒畑遺跡,,みよし市,20200313,みよし市
稲垣輝行氏寄贈石器資料集,,みよし市教育委員会,20190320,みよし市
明知遺跡の発掘記録,,,20060300,愛知学院大学
尻無1号窯跡,,,2006,愛知学院大学
宮西遺跡の発掘記録,1,,20070300,愛知学院大学
上県2号窯跡,第1次,,2007,愛知学院大学
宮西遺跡の発掘記録,2,,20080300,愛知学院大学
上県2号窯跡,第2次,,2008,愛知学院大学
宮西遺跡の発掘記録,3,,20090300,愛知学院大学
上県2号窯跡,第3次,,2009,愛知学院大学
宮西遺跡の発掘記録,4,,20100331,愛知学院大学
上県2号窯跡,第4次,,2010,愛知学院大学
宮西遺跡の発掘記録,5,,20110331,愛知学院大学
上県2号窯跡,第5次,,2011,愛知学院大学
治部坂遺跡の発掘記録,1,,2012,愛知学院大学
上県2号窯跡,第6次,,2012,愛知学院大学
治部坂遺跡の発掘記録,2,,2013,愛知学院大学
上県2号窯跡,第7次,,2013,愛知学院大学
上の平遺跡の発掘記録,,,2014,愛知学院大学
上県2号窯跡,第8次,,2014,愛知学院大学
萩平遺跡A地点隣接地発掘記録1,,考古学コース白石ゼミ,20150300,愛知学院大学
上県2号窯跡,第9次,,2015,愛知学院大学
萩平遺跡A地点隣接地の発掘記録,2,考古学コース白石ゼミ,20160300,愛知学院大学
大萱窯跡群牟田洞窯跡 :第1・2次発掘調査概要報告書,,,20160300,愛知学院大学
萩平遺跡A地点隣接地の発掘記録,3,,2017,愛知学院大学
大萱窯跡群　弥七田窯跡,第1次,,2017,愛知学院大学
萩平遺跡A地点隣接地の発掘記録,4,,2018,愛知学院大学
大萱窯跡群　弥七田窯跡,第1・2次,,2018,愛知学院大学
萩平遺跡A地点隣接地の発掘記録,5,,2019,愛知学院大学
古城山窯跡第1次発掘調査概要報告書,,愛知学院大学文学部歴史学科,20190331,愛知学院大学
萩平遺跡A地点隣接地の発掘記録,6,,2020,愛知学院大学
古城山窯跡第2次発掘調査概要報告書,,,20200300,愛知学院大学
萩平遺跡A地点隣接地の発掘記録,7,,2021,愛知学院大学
北町遺跡,,,2022,愛知学院大学
萩平遺跡の発掘記録,,,2023,愛知学院大学
高蔵貝塚,2,,1985,南山大学
瑞穂遺跡,,,1980,南山大学
塩屋金清神社遺跡,,,1981,南山大学
正家廃寺,,,1982,南山大学
正家積石塚群,,,1983,南山大学
西坂旧石器遺跡,,,1984,南山大学
,,,1978,南山大学
能田旭古墳,1,,1986,南山大学
平田古墳群,,,1987,南山大学
高蔵貝塚,3,,1988,南山大学
能田旭古墳,2,,1989,南山大学
能田旭古墳,3,,1990,南山大学
清水遺跡,,,1991,南山大学
入海貝塚の入海式土器,,,1994,南山大学
根古谷貝塚の土器,,,1996,南山大学
中沢貝塚の土器,,,1997,南山大学
木之内明神貝塚の土器,,,1998,南山大学
向油田貝塚の土器,,,1999,南山大学
展示品目録１,1,,2000,南山大学
千葉県松戸市二ツ木貝塚の土器ー拓影集ー,,,2002,南山大学
寄贈資料目録1,,,2003,南山大学
展示資料図録,,,2004,南山大学
,,,2005,南山大学
,,,2006,南山大学
,,,2007,南山大学
,,,2008,南山大学
,,,2009,南山大学
,,,2010,南山大学
,,,2011,南山大学
,,,2012,南山大学
,,,2013,南山大学
,,,2014,南山大学
,,,2015,南山大学
,,,2016,南山大学
,,,2017,南山大学
,,,2018,南山大学
,,,2019,南山大学
,,,2020,南山大学
,,,2021,南山大学
,,,2023,南山大学
古渡城遺跡,,,,南山大学
高塚古墳,,,,南山大学
姥子古窯跡,,,,南山大学
愛知県・岐阜県内古墳出土馬具の研究,,,,南山大学
一九九四・一九九五年度博士課程修士論文,,,,南山大学
正木町遺跡,,,,南山大学
弥勒寺御申塚遺跡,,,,南山大学
学術資料の文化資源化,,,,南山大学
保美貝塚の研究,,,,南山大学
南山大学人類学博物館所蔵考古資料の研究,,,,南山大学
南山大学人類学博物館所蔵民族誌資料の研究,,,,南山大学
天神山遺跡,,南山大学上峯篤史研究室,20220131,南山大学
井ケ谷古窯址群,,愛知教育大学,19700300,愛知教育大学
東原遺跡発掘調査概報,第1次,東原遺跡発掘調査団,19820200,愛知大学
東原遺跡発掘調査概報,第2次,東原遺跡発掘調査団,19840300,愛知大学
東原遺跡発掘調査概報,第3次,東原遺跡発掘調査団,19810000,愛知大学
西三河の横穴式石室,資料編,愛知大学日本史専攻会考古学部会,19880100,愛知大学
東山114号窯発掘調査報告書,,名古屋大学大学院文学研究科考古学研究室,20060000,名古屋大学
東山61号窯発掘調査報告書,,名古屋大学大学院文学研究科考古学研究室,20100300,名古屋大学
全国遺跡地図,愛知県,文化財保護委員会,19650300,文化庁
全国遺跡地図,愛知県,文化庁文化財保護部,19750300,文化庁
水汲遺跡の縄文土器,,杉浦 知 ,20040100,その他（愛知県）
三河の貝塚,,久永 春男,19481200,その他（愛知県）
三河の古墳,東三河篇,丸地 古城,19490200,その他（愛知県）
柳ケ坪貝塚,,杉崎 章,19530415,その他（愛知県）
高蔵貝塚,,田中 稔,19540400,その他（愛知県）
愛知県猿投山西南麓古窯址群,,本多 靜雄,19570800,その他（愛知県）
巽が丘古窯址,,八幡公民館,19600300,その他（愛知県）
下新町遺跡,,三渡 俊一郎,19621000,その他（愛知県）
佐布里加世端第4号窯,,白菊古文化研究所,19630715,その他（愛知県）
渥美半島古窯址群,,日本陶磁協会 ,19650401,その他（愛知県）
権現山古窯址,,白菊古文化研究所,19651200,その他（愛知県）
寅ケ島第2貝塚,,愛知県立愛知工業高等学校郷土研究クラブ,19681120,その他（愛知県）
天神山古墳群,,愛知県立岩津高等学校,19690700,その他（愛知県）
乗鞍第1号窯址,,白菊古文化研究所,19691103,その他（愛知県）
大知山旭大池古窯址,,杉崎 章,19700115,その他（愛知県）
保美貝塚調査概報,,小野田 勝一 ,19771000,その他（愛知県）
夏目遺跡,,竹内 尚武 ,19790301,その他（愛知県）
大須二子山・南ヶ原・井守塚古墳発掘調査報告,,南山大学小林知生教授退職記念会,19790330,その他（愛知県）
宮西古墳,,愛知県立時習館高等学校歴史同好会,19800525,その他（愛知県）
小幡廃寺,,東海古文化研究所,19840000,その他（愛知県）
小幡廃寺,第2次,東海古文化研究所,19850000,その他（愛知県）
小幡廃寺,第3次,東海古文化研究所,19870800,その他（愛知県）
渋川神社「鳥居跡」調査報告書概報,,東海古文化研究所,19910000,その他（愛知県）
伊勢湾考古,14,知多古文化研究会,20000501,その他（愛知県）
伊勢湾考古,19,知多古文化研究会,20050501,その他（愛知県）
下谷遺跡,,北設楽縄文文化研究会,20050800,その他（愛知県）
石亀戸古窯群,,至学館大学,20180331,その他（愛知県）
愛知用水地域の古窯址群の分布,,不明 ,不明 ,その他（愛知県）
